Actual,Predicted
15.954545,14.556326240830725
15.954545,14.597648274222678
15.954545,14.58599822615243
14.772727,13.29526938107772
14.772727,13.317369960192087
14.772727,13.227725002526824
14.772727,13.24982558164119
14.772727,13.266044865320993
14.772727,13.288145444435358
14.772727,13.196860165129818
14.772727,13.218960744244184
0.913043,2.344686218976455
0.913043,2.3221067644801394
0.913043,2.344686218976455
0.913043,2.3221067644801394
0.913043,2.3572110457377358
0.913043,2.33463159124142
0.913043,2.348115698700296
0.913043,2.32553624420398
7.130435,12.1743748233994
7.130435,12.092846323386116
7.130435,12.191521981959824
7.130435,12.109993481946539
7.130435,12.1343649467976
7.130435,12.052836446784315
7.130435,12.122933587776911
7.130435,12.041405087763625
12.818182,11.893588415694753
12.818182,11.936060125397393
12.818182,11.959343636162087
12.818182,12.001815345864728
12.818182,11.89463219126799
12.818182,11.93710390097063
12.818182,11.969631835274829
12.818182,12.012103544977471
3.0,4.791752642451006
3.0,4.856773468589734
3.0,4.781315366836198
3.0,4.846336192974926
3.0,4.805321244785523
3.0,4.87034207092425
3.0,4.79160356594894
3.0,4.856624392087668
5.217391,9.197634567282003
5.217391,9.164544830851536
5.217391,9.197485490779938
5.217391,9.16439575434947
5.217391,9.202853205089406
5.217391,9.16976346865894
5.217391,9.200914970503778
5.217391,9.167825234073312
5.952381,8.0916771094041
5.952381,8.024035382044907
5.952381,8.096041858132846
5.952381,8.028400130773655
5.952381,8.122230110446544
5.952381,8.054588383087353
5.952381,8.124048795759984
5.952381,8.056407068400793
8.0,13.370399911668748
8.0,13.28921124956712
8.0,13.26930683856611
8.0,13.188118176464485
8.0,13.341175395912018
8.0,13.259986733810393
8.0,13.238442001169105
8.0,13.157253339067477
11.869565,15.815810635671374
11.869565,15.71035867066017
11.869565,15.812381155947534
11.869565,15.70692919093633
11.869565,15.730224399488883
11.869565,15.624772434477679
11.869565,15.764369400048885
11.869565,15.658917435037681
6.347826,11.311545936608526
6.347826,11.31853551408749
6.347826,11.303544057311678
6.347826,11.310533634790641
6.347826,11.311545936608526
6.347826,11.31853551408749
6.347826,11.303544057311678
6.347826,11.310533634790641
12.608696,15.845600461546592
12.608696,15.775587776808772
12.608696,15.861405691529649
12.608696,15.791393006791829
12.608696,15.861256615027584
